"Chromosome","Gene","Position","Strand","CX","PerMeth_S1","Meth_S1","UnMeth_S1","PerMeth_S2","Meth_S2","UnMeth_S2","PerMeth_S3","Meth_S3","UnMeth_S3","PerMeth_S4","Meth_S4","UnMeth_S4","NAs","Zeroth_pos","Zoom_co","Target_info"
"NC_003070.9","AT1G01640",228839,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3791,2,"T"
"NC_003070.9","AT1G01640",228840,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3790,2,"T"
"NC_003070.9","AT1G01640",228842,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3788,2,"T"
"NC_003070.9","AT1G01640",228847,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3783,2,"T"
"NC_003070.9","AT1G01640",228849,"+","CHH",0,0,14,0,0,5,NA,0,0,0,0,9,3,3781,2,"T"
"NC_003070.9","AT1G01640",228855,"+","CG",0,0,15,0,0,5,NA,0,0,0,0,9,3,3775,2,"T"
"NC_003070.9","AT1G01640",228856,"-","CG",0,0,6,0,0,6,0,0,1,0,0,3,0,3774,2,"T"
"NC_003070.9","AT1G01640",228857,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3,0,3773,2,"T"
"NC_003070.9","AT1G01640",228858,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3772,2,"T"
"NC_003070.9","AT1G01640",228859,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3771,2,"T"
"NC_003070.9","AT1G01640",228861,"+","CHG",0,0,15,0,0,5,NA,0,0,0,0,9,3,3769,2,"T"
"NC_003070.9","AT1G01640",228863,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3,0,3767,2,"T"
"NC_003070.9","AT1G01640",228867,"+","CHG",0,0,15,0,0,5,NA,0,0,0,0,9,3,3763,2,"T"
"NC_003070.9","AT1G01640",228869,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3,0,3761,2,"T"
"NC_003070.9","AT1G01640",228871,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3759,2,"T"
"NC_003070.9","AT1G01640",228874,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3756,2,"T"
"NC_003070.9","AT1G01640",228876,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3754,2,"T"
"NC_003070.9","AT1G01640",228880,"-","CHH",0,0,6,0,0,6,0,0,1,0,0,3,0,3750,2,"T"
"NC_003070.9","AT1G01640",228882,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3748,2,"T"
"NC_003070.9","AT1G01640",228883,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3747,2,"T"
"NC_003070.9","AT1G01640",228884,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3746,2,"T"
"NC_003070.9","AT1G01640",228887,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3743,2,"T"
"NC_003070.9","AT1G01640",228889,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3741,2,"T"
"NC_003070.9","AT1G01640",228891,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3739,2,"T"
"NC_003070.9","AT1G01640",228895,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3735,2,"T"
"NC_003070.9","AT1G01640",228902,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3728,2,"T"
"NC_003070.9","AT1G01640",228903,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3727,2,"T"
"NC_003070.9","AT1G01640",228905,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3725,2,"T"
"NC_003070.9","AT1G01640",228907,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3,0,3723,2,"T"
"NC_003070.9","AT1G01640",228909,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3721,2,"T"
"NC_003070.9","AT1G01640",228910,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,8,3,3720,2,"T"
"NC_003070.9","AT1G01640",228913,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3717,2,"T"
"NC_003070.9","AT1G01640",228915,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3715,2,"T"
"NC_003070.9","AT1G01640",228920,"+","CG",0,0,15,0,0,5,NA,0,0,0,0,9,3,3710,2,"T"
"NC_003070.9","AT1G01640",228921,"-","CG",0,0,7,0,0,6,0,0,1,0,0,2,0,3709,2,"T"
"NC_003070.9","AT1G01640",228923,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3707,2,"T"
"NC_003070.9","AT1G01640",228928,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3702,2,"T"
"NC_003070.9","AT1G01640",228931,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3699,2,"T"
"NC_003070.9","AT1G01640",228933,"+","CG",0,0,14,0,0,5,NA,0,0,0,0,8,3,3697,2,"T"
"NC_003070.9","AT1G01640",228934,"-","CG",0,0,7,0,0,6,0,0,1,0,0,3,0,3696,2,"T"
"NC_003070.9","AT1G01640",228936,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3694,2,"T"
"NC_003070.9","AT1G01640",228937,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3693,2,"T"
"NC_003070.9","AT1G01640",228938,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3692,2,"T"
"NC_003070.9","AT1G01640",228939,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,8,3,3691,2,"T"
"NC_003070.9","AT1G01640",228944,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3686,2,"T"
"NC_003070.9","AT1G01640",228945,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3685,2,"T"
"NC_003070.9","AT1G01640",228946,"+","CHH",0,0,15,20,1,4,NA,0,0,0,0,9,3,3684,2,"T"
"NC_003070.9","AT1G01640",228948,"+","CHH",0,0,14,20,1,4,NA,0,0,0,0,9,3,3682,2,"T"
"NC_003070.9","AT1G01640",228955,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3675,2,"T"
"NC_003070.9","AT1G01640",228956,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3674,2,"T"
"NC_003070.9","AT1G01640",228957,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3673,2,"T"
"NC_003070.9","AT1G01640",228958,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3672,2,"T"
"NC_003070.9","AT1G01640",228959,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,8,3,3671,2,"T"
"NC_003070.9","AT1G01640",228964,"+","CG",0,0,14,25,1,3,NA,0,0,0,0,8,3,3666,2,"T"
"NC_003070.9","AT1G01640",228965,"-","CG",0,0,7,0,0,5,0,0,1,0,0,2,0,3665,2,"T"
"NC_003070.9","AT1G01640",228973,"+","CG",0,0,15,0,0,4,NA,0,0,0,0,9,3,3657,2,"T"
"NC_003070.9","AT1G01640",228974,"-","CG",0,0,8,0,0,6,0,0,1,0,0,3,0,3656,2,"T"
"NC_003070.9","AT1G01640",228976,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3654,2,"T"
"NC_003070.9","AT1G01640",228979,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3651,2,"T"
"NC_003070.9","AT1G01640",228982,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3648,2,"T"
"NC_003070.9","AT1G01640",228983,"+","CHG",0,0,14,0,0,3,NA,0,0,0,0,9,3,3647,2,"T"
"NC_003070.9","AT1G01640",228985,"-","CHG",0,0,7,0,0,6,0,0,1,0,0,3,0,3645,2,"T"
"NC_003070.9","AT1G01640",228988,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3642,2,"T"
"NC_003070.9","AT1G01640",228990,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3640,2,"T"
"NC_003070.9","AT1G01640",228992,"+","CG",0,0,14,0,0,5,NA,0,0,0,0,9,3,3638,2,"T"
"NC_003070.9","AT1G01640",228993,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3637,2,"T"
"NC_003070.9","AT1G01640",228994,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,3,0,3636,2,"T"
"NC_003070.9","AT1G01640",228995,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3635,2,"T"
"NC_003070.9","AT1G01640",228996,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3634,2,"T"
"NC_003070.9","AT1G01640",228998,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3632,2,"T"
"NC_003070.9","AT1G01640",228999,"+","CHG",0,0,15,0,0,4,NA,0,0,0,0,8,3,3631,2,"T"
"NC_003070.9","AT1G01640",229001,"-","CHG",13,1,7,0,0,6,0,0,1,0,0,3,0,3629,2,"T"
"NC_003070.9","AT1G01640",229002,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3628,2,"T"
"NC_003070.9","AT1G01640",229003,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3627,2,"T"
"NC_003070.9","AT1G01640",229008,"-","CHH",0,0,8,0,0,6,0,0,1,33,1,2,0,3622,2,"T"
"NC_003070.9","AT1G01640",229010,"+","CHH",0,0,14,0,0,6,NA,0,0,0,0,8,3,3620,2,"T"
"NC_003070.9","AT1G01640",229018,"-","CHH",0,0,7,0,0,6,0,0,1,0,0,3,0,3612,2,"T"
"NC_003070.9","AT1G01640",229020,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3610,2,"T"
"NC_003070.9","AT1G01640",229023,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3607,2,"T"
"NC_003070.9","AT1G01640",229031,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3599,2,"T"
"NC_003070.9","AT1G01640",229035,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3595,2,"T"
"NC_003070.9","AT1G01640",229036,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3594,2,"T"
"NC_003070.9","AT1G01640",229039,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3591,2,"T"
"NC_003070.9","AT1G01640",229041,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3589,2,"T"
"NC_003070.9","AT1G01640",229043,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3587,2,"T"
"NC_003070.9","AT1G01640",229046,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,3,0,3584,2,"T"
"NC_003070.9","AT1G01640",229049,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3581,2,"T"
"NC_003070.9","AT1G01640",229050,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3580,2,"T"
"NC_003070.9","AT1G01640",229052,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3578,2,"T"
"NC_003070.9","AT1G01640",229054,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3576,2,"T"
"NC_003070.9","AT1G01640",229055,"+","CG",0,0,15,0,0,6,NA,0,0,0,0,9,3,3575,2,"T"
"NC_003070.9","AT1G01640",229056,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3574,2,"T"
"NC_003070.9","AT1G01640",229058,"+","CG",0,0,15,0,0,6,NA,0,0,0,0,9,3,3572,2,"T"
"NC_003070.9","AT1G01640",229059,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3571,2,"T"
"NC_003070.9","AT1G01640",229060,"+","CHH",0,0,15,0,0,6,NA,0,0,0,0,9,3,3570,2,"T"
"NC_003070.9","AT1G01640",229061,"+","CHH",0,0,14,0,0,6,NA,0,0,0,0,9,3,3569,2,"T"
"NC_003070.9","AT1G01640",229065,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3565,2,"T"
"NC_003070.9","AT1G01640",229068,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3562,2,"T"
"NC_003070.9","AT1G01640",229069,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3561,2,"T"
"NC_003070.9","AT1G01640",229070,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3560,2,"T"
"NC_003070.9","AT1G01640",229071,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3559,2,"T"
"NC_003070.9","AT1G01640",229075,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3555,2,"T"
"NC_003070.9","AT1G01640",229076,"+","CHG",0,0,15,0,0,5,NA,0,0,0,0,9,3,3554,2,"T"
"NC_003070.9","AT1G01640",229078,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3552,2,"T"
"NC_003070.9","AT1G01640",229079,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3551,2,"T"
"NC_003070.9","AT1G01640",229080,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3550,2,"T"
"NC_003070.9","AT1G01640",229081,"+","CHH",0,0,15,0,0,5,NA,0,0,0,0,9,3,3549,2,"T"
"NC_003070.9","AT1G01640",229084,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3546,2,"T"
"NC_003070.9","AT1G01640",229088,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3542,2,"T"
"NC_003070.9","AT1G01640",229089,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3541,2,"T"
"NC_003070.9","AT1G01640",229093,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3537,2,"T"
"NC_003070.9","AT1G01640",229097,"-","CHH",0,0,8,0,0,5,0,0,1,0,0,2,0,3533,2,"T"
"NC_003070.9","AT1G01640",229099,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3531,2,"T"
"NC_003070.9","AT1G01640",229101,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3529,2,"T"
"NC_003070.9","AT1G01640",229109,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3521,2,"T"
"NC_003070.9","AT1G01640",229113,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3517,2,"T"
"NC_003070.9","AT1G01640",229115,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3515,2,"T"
"NC_003070.9","AT1G01640",229117,"+","CHG",0,0,15,0,0,4,NA,0,0,0,0,8,3,3513,2,"T"
"NC_003070.9","AT1G01640",229119,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3511,2,"T"
"NC_003070.9","AT1G01640",229120,"+","CHG",0,0,15,0,0,4,NA,0,0,0,0,9,3,3510,2,"T"
"NC_003070.9","AT1G01640",229122,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3508,2,"T"
"NC_003070.9","AT1G01640",229123,"+","CHG",0,0,15,0,0,4,NA,0,0,0,0,9,3,3507,2,"T"
"NC_003070.9","AT1G01640",229125,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3505,2,"T"
"NC_003070.9","AT1G01640",229127,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3503,2,"T"
"NC_003070.9","AT1G01640",229130,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3500,2,"T"
"NC_003070.9","AT1G01640",229137,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3493,2,"T"
"NC_003070.9","AT1G01640",229140,"+","CG",0,0,15,0,0,3,NA,0,0,0,0,9,3,3490,2,"T"
"NC_003070.9","AT1G01640",229141,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3489,2,"T"
"NC_003070.9","AT1G01640",229144,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3486,2,"T"
"NC_003070.9","AT1G01640",229145,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3485,2,"T"
"NC_003070.9","AT1G01640",229148,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3482,2,"T"
"NC_003070.9","AT1G01640",229151,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3479,2,"T"
"NC_003070.9","AT1G01640",229155,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3475,2,"T"
"NC_003070.9","AT1G01640",229158,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3472,2,"T"
"NC_003070.9","AT1G01640",229160,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3470,2,"T"
"NC_003070.9","AT1G01640",229162,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3468,2,"T"
"NC_003070.9","AT1G01640",229165,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3465,2,"T"
"NC_003070.9","AT1G01640",229166,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3464,2,"T"
"NC_003070.9","AT1G01640",229172,"+","CHH",0,0,15,0,0,4,NA,0,0,0,0,9,3,3458,2,"T"
"NC_003070.9","AT1G01640",229175,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3455,2,"T"
"NC_003070.9","AT1G01640",229178,"+","CHG",0,0,15,0,0,4,NA,0,0,0,0,8,3,3452,2,"T"
"NC_003070.9","AT1G01640",229180,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3450,2,"T"
"NC_003070.9","AT1G01640",229181,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3449,2,"T"
"NC_003070.9","AT1G01640",229183,"+","CG",0,0,14,0,0,4,NA,0,0,0,0,8,3,3447,2,"T"
"NC_003070.9","AT1G01640",229184,"-","CG",0,0,7,0,0,6,0,0,1,0,0,2,0,3446,2,"T"
"NC_003070.9","AT1G01640",229186,"+","CG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3444,2,"T"
"NC_003070.9","AT1G01640",229187,"-","CG",0,0,7,0,0,6,0,0,1,0,0,2,0,3443,2,"T"
"NC_003070.9","AT1G01640",229188,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3442,2,"T"
"NC_003070.9","AT1G01640",229190,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3440,2,"T"
"NC_003070.9","AT1G01640",229192,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3438,2,"T"
"NC_003070.9","AT1G01640",229194,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3436,2,"T"
"NC_003070.9","AT1G01640",229195,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3435,2,"T"
"NC_003070.9","AT1G01640",229197,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3433,2,"T"
"NC_003070.9","AT1G01640",229201,"+","CG",0,0,14,0,0,3,NA,0,0,0,0,9,3,3429,2,"T"
"NC_003070.9","AT1G01640",229202,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3428,2,"T"
"NC_003070.9","AT1G01640",229207,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3423,2,"T"
"NC_003070.9","AT1G01640",229208,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3422,2,"T"
"NC_003070.9","AT1G01640",229213,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,8,3,3417,2,"T"
"NC_003070.9","AT1G01640",229217,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3413,2,"T"
"NC_003070.9","AT1G01640",229219,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3411,2,"T"
"NC_003070.9","AT1G01640",229221,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3409,2,"T"
"NC_003070.9","AT1G01640",229222,"+","CHH",0,0,14,0,0,3,NA,0,0,0,0,9,3,3408,2,"T"
"NC_003070.9","AT1G01640",229225,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3405,2,"T"
"NC_003070.9","AT1G01640",229226,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3404,2,"T"
"NC_003070.9","AT1G01640",229229,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3401,2,"T"
"NC_003070.9","AT1G01640",229232,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3398,2,"T"
"NC_003070.9","AT1G01640",229233,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3397,2,"T"
"NC_003070.9","AT1G01640",229235,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3395,2,"T"
"NC_003070.9","AT1G01640",229236,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3394,2,"T"
"NC_003070.9","AT1G01640",229238,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3392,2,"T"
"NC_003070.9","AT1G01640",229239,"+","CHG",0,0,13,0,0,4,NA,0,0,0,0,9,3,3391,2,"T"
"NC_003070.9","AT1G01640",229241,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3389,2,"T"
"NC_003070.9","AT1G01640",229242,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3388,2,"T"
"NC_003070.9","AT1G01640",229244,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3386,2,"T"
"NC_003070.9","AT1G01640",229245,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3385,2,"T"
"NC_003070.9","AT1G01640",229247,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3383,2,"T"
"NC_003070.9","AT1G01640",229249,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3381,2,"T"
"NC_003070.9","AT1G01640",229250,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3380,2,"T"
"NC_003070.9","AT1G01640",229255,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3375,2,"T"
"NC_003070.9","AT1G01640",229257,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3373,2,"T"
"NC_003070.9","AT1G01640",229258,"+","CG",0,0,12,25,1,3,NA,0,0,13,1,7,3,3372,2,"T"
"NC_003070.9","AT1G01640",229259,"-","CG",0,0,7,0,0,6,0,0,1,0,0,2,0,3371,2,"T"
"NC_003070.9","AT1G01640",229262,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3368,2,"T"
"NC_003070.9","AT1G01640",229263,"+","CG",0,0,13,0,0,3,NA,0,0,0,0,9,3,3367,2,"T"
"NC_003070.9","AT1G01640",229264,"-","CG",0,0,7,0,0,5,0,0,1,0,0,2,0,3366,2,"T"
"NC_003070.9","AT1G01640",229267,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3363,2,"T"
"NC_003070.9","AT1G01640",229270,"+","CG",0,0,14,0,0,4,NA,0,0,0,0,9,3,3360,2,"T"
"NC_003070.9","AT1G01640",229271,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3359,2,"T"
"NC_003070.9","AT1G01640",229274,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3356,2,"T"
"NC_003070.9","AT1G01640",229277,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3353,2,"T"
"NC_003070.9","AT1G01640",229279,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3351,2,"T"
"NC_003070.9","AT1G01640",229282,"+","CG",0,0,14,0,0,4,NA,0,0,0,0,8,3,3348,2,"T"
"NC_003070.9","AT1G01640",229283,"-","CG",0,0,7,0,0,5,0,0,1,0,0,2,0,3347,2,"T"
"NC_003070.9","AT1G01640",229285,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3345,2,"T"
"NC_003070.9","AT1G01640",229287,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3343,2,"T"
"NC_003070.9","AT1G01640",229288,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3342,2,"T"
"NC_003070.9","AT1G01640",229290,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3340,2,"T"
"NC_003070.9","AT1G01640",229291,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3339,2,"T"
"NC_003070.9","AT1G01640",229295,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3335,2,"T"
"NC_003070.9","AT1G01640",229297,"+","CG",0,0,14,0,0,4,NA,0,0,0,0,8,3,3333,2,"T"
"NC_003070.9","AT1G01640",229298,"-","CG",0,0,6,17,1,5,0,0,1,0,0,2,0,3332,2,"T"
"NC_003070.9","AT1G01640",229299,"-","CHG",0,0,8,0,0,6,0,0,1,0,0,2,0,3331,2,"T"
"NC_003070.9","AT1G01640",229300,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3330,2,"T"
"NC_003070.9","AT1G01640",229303,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3327,2,"T"
"NC_003070.9","AT1G01640",229306,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3324,2,"T"
"NC_003070.9","AT1G01640",229308,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3322,2,"T"
"NC_003070.9","AT1G01640",229310,"-","CHH",0,0,8,0,0,6,0,0,1,0,0,2,0,3320,2,"T"
"NC_003070.9","AT1G01640",229311,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3319,2,"T"
"NC_003070.9","AT1G01640",229313,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,9,3,3317,2,"T"
"NC_003070.9","AT1G01640",229315,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,8,3,3315,2,"T"
"NC_003070.9","AT1G01640",229317,"-","CHG",0,0,8,0,0,7,0,0,1,0,0,2,0,3313,2,"T"
"NC_003070.9","AT1G01640",229318,"+","CG",0,0,14,0,0,4,NA,0,0,0,0,8,3,3312,2,"T"
"NC_003070.9","AT1G01640",229319,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3311,2,"T"
"NC_003070.9","AT1G01640",229321,"+","CHG",0,0,14,0,0,4,NA,0,0,0,0,8,3,3309,2,"T"
"NC_003070.9","AT1G01640",229322,"+","CG",8,1,12,0,0,4,NA,0,0,0,0,7,3,3308,2,"T"
"NC_003070.9","AT1G01640",229323,"-","CG",0,0,8,0,0,6,0,0,1,0,0,2,0,3307,2,"T"
"NC_003070.9","AT1G01640",229325,"+","CHH",7,1,13,0,0,4,NA,0,0,0,0,8,3,3305,2,"T"
"NC_003070.9","AT1G01640",229328,"-","CHH",0,0,8,0,0,7,0,0,1,0,0,2,0,3302,2,"T"
"NC_003070.9","AT1G01640",229331,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,8,3,3299,2,"T"
"NC_003070.9","AT1G01640",229332,"+","CHG",0,0,14,0,0,4,NA,0,0,13,1,7,3,3298,2,"T"
"NC_003070.9","AT1G01640",229334,"-","CHG",0,0,8,0,0,7,0,0,1,0,0,2,0,3296,2,"T"
"NC_003070.9","AT1G01640",229338,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,8,3,3292,2,"T"
"NC_003070.9","AT1G01640",229342,"-","CHH",0,0,8,0,0,7,0,0,1,0,0,2,0,3288,2,"T"
"NC_003070.9","AT1G01640",229343,"-","CHH",0,0,8,0,0,7,0,0,1,0,0,2,0,3287,2,"T"
"NC_003070.9","AT1G01640",229345,"+","CHH",0,0,14,0,0,4,NA,0,0,0,0,8,3,3285,2,"T"
